sample_cd,country_cd,province_cd,district_cd,district_nm,municipality_PT_nm,locality_nm,location_nm,sampling_site_cd,latitude,longitude,altitude,sampling_date_b,sampling_date_e,method_cd,collector_nm,species_cd,species_nm_full,mm,ff,ID_doubtful?,coll_position_cd,identified_by,identified_date,collection cd,preservation_method_cd,remarks_spm
PT/2016/407/AG,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Castrelos,-,-,"41°50'22.1""","6°53'24.2""",611,,2016-08-06T22:00:00Z,SW,Ana Rita Gonçalves,GYMNCUPR,"Gymnopternus cupreus (Fallén, 1823)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/371/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Vinhais,Tuizelo,-,-,"41°54'20.3""","7°01'47.4""",936,,2016-06-05T22:00:00Z,SW,Rui Andrade,GYMNCUPR,"Gymnopternus cupreus (Fallén, 1823)",2,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/370/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,França,Lama Grande,-,"41°58'43.0""","6°47'38.4""",1357,,2016-06-04T22:00:00Z,SW,Rui Andrade,GYMNCUPR,"Gymnopternus cupreus (Fallén, 1823)",2,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/365/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Miranda do Douro,Constantim,-,-,"41°37'53.0""","6°16'29.1""",816,,2016-06-02T22:00:00Z,SW,Rui Andrade,GYMNCUPR,"Gymnopternus cupreus (Fallén, 1823)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/358/RA,PT,Minho,PT-16,Viana do Castelo,Melgaço,Castro Laboreiro,Cainheiras,-,"42°01'32.8""","8°08'18.8""",980,,2016-05-29T22:00:00Z,SW,Rui Andrade,GYMNCUPR,"Gymnopternus cupreus (Fallén, 1823)",3,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/063/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,2011-06-30T22:00:00Z,2011-06-30T22:00:00Z,SW,Rui Andrade,GYMNSILV,"Gymnopternus silvestris (Pollet, 1990)",1,0,false,RC/PAL/19/1846,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,cxI and fI entirely pale yellow
PT/2013/006/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2013-08-18T22:00:00Z,SW,Rui Andrade,GYMNSILV,"Gymnopternus silvestris (Pollet, 1990)",0,1,false,RC/PAL/29/2824,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,"checked: compared to RC/PAL/1299, epandrial lobe identical though small, and f-ti I-III entirely pale"
PT/2013/021/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2013-08-09T22:00:00Z,SW,Rui Andrade,GYMNSILV,"Gymnopternus silvestris (Pollet, 1990)",1,0,false,RC/PAL/29/2824,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,"checked: compared to RC/PAL/1299, epandrial lobe identical"
PT/2014/248/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2014-06-01T22:00:00Z,SW,Rui Andrade,GYMNSILV,"Gymnopternus silvestris (Pollet, 1990)",2,0,false,RC/PAL/29/2824,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/351/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2015-07-19T22:00:00Z,SW,Rui Andrade,GYMNSILV,"Gymnopternus silvestris (Pollet, 1990)",0,1,false,RC/PAL/29/2824,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/008/ADB,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Anja De Braekeleer,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,1,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/059/MP,PT,Minho,PT-03,Braga,Vieira do Minho,Anjos,Cabo,-,"41°36'03.60""","8°05'13.92""",580,,2014-05-23T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2009/134/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro,Parque Municipal da Lavandeira,Relvado,"41°07'18.4"" ","8°35'40.9""",100,2009-05-19T22:00:00Z,2009-05-19T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/22/2109,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2014/033/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Coja,river Alva,-,"40°16'04.20""","7°59'42.12""",596,,2014-05-18T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",2,0,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/006/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",11,10,false,RC/PAL/22/2145,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/109/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude,Jardim Soares dos Reis,Flores,"41°07'22.4""","8°36'44.0""",125,2011-05-05T22:00:00Z,2011-05-05T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,2,false,RC/PAL/19/1804,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2011/118/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro,Parque Municipal da Lavandeira,Relvado,"41°07'18.4"" ","8°35'40.9""",100,2011-04-13T22:00:00Z,2011-04-13T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",2,0,false,RC/PAL/19/1804,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2014/005/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",6,9,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/036/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Coja,along river Alva,-,"40°16'04.38""","7°59'49.20""",577,,2014-05-18T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",3,1,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/211/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Aves aq.,"41°05'57.9""","8°33'35.0""",60,2009-04-21T22:00:00Z,2009-04-21T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/22/2109,Marc Pollet,2012-01-28T23:00:00Z,MAPC,W,
PT/2009/158/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Aves aq.,"41°05'57.9""","8°33'35.0""",60,2009-06-11T22:00:00Z,2009-06-11T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,2,false,RC/PAL/22/2109,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2011/020/RA,PT,Estremadura,PT-15,Setúbal,Montijo,Montijo,-,-,"38°42'51.4""","8°58'45.7""",15,2011-04-14T22:00:00Z,2011-04-14T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/19/1804,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2018/001/JM,PT,Minho,PT-16,Viana do Castelo,Viana do Castelo,Viana do Castelo,S of Viana do Castelo,-,"41°40'8.07""","8°49'23.98""",3.4,2018-05-02T22:00:00Z,2018-05-02T22:00:00Z,SW,Jonas Mortelmans,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/31/3011,Marc Pollet,2018-05-23T22:00:00Z,MAPC,W,
PT/2011/001/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,2011-05-22T22:00:00Z,2011-05-22T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",2,1,false,RC/PAL/19/1804,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/008/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro,Parque Municipal da Lavandeira,-,"41°07'18.4"" ","8°35'40.9""",100,2011-04-13T22:00:00Z,2011-04-13T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",3,0,false,RC/PAL/19/1804,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2009/162/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Aves aq.,"41°05'57.9""","8°33'35.0""",60,2009-05-14T22:00:00Z,2009-05-14T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/22/2109,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2009/183/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Aves aq.,"41°05'57.9""","8°33'35.0""",60,2009-05-14T22:00:00Z,2009-05-14T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/22/2109,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2011/010/RA,PT,Algarve,PT-08,Faro,Vila do Bispo,Vila do Bispo,-,-,"37°07'42.1""","8°53'07.0""",125,2011-04-15T22:00:00Z,2011-04-15T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",2,1,false,RC/PAL/19/1804,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/087/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Chasco,"41°05'57.9""","8°33'35.0""",60,2011-05-22T22:00:00Z,2011-05-22T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,1,false,RC/PAL/19/1804,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2009/164/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro,Parque Municipal da Lavandeira,Jardim natural,"41°07'18.4"" ","8°35'40.9""",100,2009-05-30T22:00:00Z,2009-05-30T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/22/2109,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2009/166/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Aves aq.,"41°05'57.9""","8°33'35.0""",60,2009-05-14T22:00:00Z,2009-05-14T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,1,false,RC/PAL/22/2109,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2011/017/RA,PT,Baixo Alentejo,PT-02,Beja,Ourique,Santa Luzia,-,-,"37°43'50.3""","8°25'27.2""",200,2011-04-16T22:00:00Z,2011-04-16T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,1,false,RC/PAL/19/1804,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/209/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro,Parque Municipal da Lavandeira,Jardim natural,"41°07'18.4"" ","8°35'40.9""",100,2009-04-20T22:00:00Z,2009-04-20T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/22/2109,Marc Pollet,2012-01-28T23:00:00Z,MAPC,W,
PT/2014/034/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Coja,along river Alva,-,"40°16'04.02""","7°59'43.14""",592,,2014-05-18T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",4,0,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/039/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-18T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,1,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/019/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Vinhais,Penhas Juntas,-,-,"41°44'28.4""","7°00'38.6""",750,2011-04-26T22:00:00Z,2011-04-26T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/19/1804,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2009/163/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude,Jardim Soares dos Reis,-,"41°07'22.4""","8°36'44.0""",125,2009-05-26T22:00:00Z,2009-05-26T22:00:00Z,HC,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",3,0,false,RC/PAL/22/2109,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2014/035/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Coja,along river Alva,-,"40°16'04.32""","7°59'48.30""",579,,2014-05-18T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",36,9,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2009/131/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro,Parque Municipal da Lavandeira,Jardim natural,"41°07'18.4"" ","8°35'40.9""",100,2009-05-19T22:00:00Z,2009-05-19T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",2,2,false,RC/PAL/22/2109,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2011/024/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-05-11T22:00:00Z,2011-05-11T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",4,3,false,RC/PAL/19/1804,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2014/029/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Caminho do Xisto da Benfeita,-,"40°12'45.1""","7°56'06.0""",563,,2014-05-17T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",3,1,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/009/ADB,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Anja De Braekeleer,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",4,15,false,RC/PAL/22/2145,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/003/JA,PT,Algarve,PT-08,Faro,Aljezur,Bordeira,Carrapateira,-,"37°11'44.2""","8°54'16.0""",20,2011-04-15T22:00:00Z,2011-04-15T22:00:00Z,SW,Jorge Mota Almeida,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",5,6,false,RC/PAL/19/1839,Marc Pollet,2011-10-08T22:00:00Z,MAPC,W,
PT/2011/002/JA,PT,Beira Alta,PT-18,Viseu,Viseu,Silgueiros,Póvoa Dão,-,"40°32'53.56""","7°56'38.40""",481,2011-04-24T22:00:00Z,2011-04-24T22:00:00Z,SW,Jorge Mota Almeida,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",3,3,false,RC/PAL/19/1839,Marc Pollet,2011-10-08T22:00:00Z,MAPC,W,
PT/2011/012/VJ,PT,Algarve,PT-08,Faro,Castro Marim,Azinhal,Corte do Gago (Game reserve),-,"37°17'25.0""","7°32'52.8""",150,2011-05-01T22:00:00Z,2011-05-01T22:00:00Z,HC,Valter Jacinto,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/19/1804,Marc Pollet,2011-05-08T22:00:00Z,MAPC,W,
PT/2014/037/ADB,PT,Beira Litoral,PT-06,Coimbra,Arganil,Coja,along river Alva,-,"40°16'04.32""","7°59'48.30""",579,,2014-05-18T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",2,7,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/214/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude,Jardim Soares dos Reis,Flores,"41°07'22.4""","8°36'44.0""",125,2009-04-25T22:00:00Z,2009-04-25T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/22/2109,Marc Pollet,2012-01-28T23:00:00Z,MAPC,W,
PT/2014/032/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-17T22:00:00Z,SW,Marc Pollet,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",6,5,false,RC/PAL/22/2142,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/121/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Matos,"41°05'57.9""","8°33'35.0""",60,2011-04-11T22:00:00Z,2011-04-11T22:00:00Z,YPT,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,1,false,RC/PAL/19/1804,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2011/221/RA,PT,Estremadura,PT-10,Leiria,Caldas da Rainha,Tornada,Paul de Tornada,-,"39°26'52.8""","9°08'04.0""",10,2010-07-27T22:00:00Z,2010-07-28T22:00:00Z,YPT,Pedro Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,1,false,RC/PAL/22/2109,Marc Pollet,2012-01-28T23:00:00Z,MAPC,W,
PT/2013/016/AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova,Jardin Botânica de Coimbra,-,"40°12'20.0""","8°25'15.0""",85,,2013-05-07T22:00:00Z,HC,Ana Rita Gonçalves,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/30/2937,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2012/041/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,,2012-05-30T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/044/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,,2013-04-30T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,1,false,RC/PAL/31/3011,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2012/060/RA,PT,Baixo Alentejo,PT-02,Beja,Beja,Trindade,-,-,"37°50'22.68""","7°51'27.60""",131,,2012-05-06T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2012/062/RA,PT,Baixo Alentejo,PT-02,Beja,Mértola,Mértola,[Cascata do] Pulo do Lobo,-,"37°48'54.7""","7°38'59.0""",150,,2012-05-07T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2012/069/RA,PT,Minho,PT-03,Braga,Esposende,Apúlia,Parque Natural do Litoral Norte,-,"41°28'16.4""","8°46'27.2""",2,,2012-05-22T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,2,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/100/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,,2013-05-31T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/31/3011,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/114/AG,PT,Ribatejo,PT-14,Santarém,Torres Novas,Olaia,Lamarosa,-,"39°31'46.66""","8°28'10.13""",65,,2013-05-18T22:00:00Z,SW,Ana Rita Gonçalves,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",4,0,false,RC/PAL/31/3011,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/118/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Mindelo,Paisagem Protegida Regional do Litoral de Vila do Conde e Reserva Ornitológica de Mindelo,-,"41°19'27.0""","8°43'59.7""",15,,2013-05-22T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/31/3011,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/131/RA,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila,Paúl de Arzila,-,40°10′45.0″,8°33′18.7″,8,,2013-06-04T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/134/AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova,Jardin Botânica de Coimbra,-,"40°12'20.0""","8°25'15.0""",85,,2013-05-06T22:00:00Z,HC,Ana Rita Gonçalves,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2012/135/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,,2012-06-12T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/144/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Malta,-,-,"41°18'17.25""","8°39'38.10""",74,,2013-06-13T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",2,0,false,RC/PAL/31/3011,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/383/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Miranda do Douro,Póvoa,-,-,"41°33'59.3""","6°19'03.0""",730,,2016-06-02T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,2,false,RC/PAL/22/2145,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/168/RA,PT,Beira Alta,PT-18,Viseu,Tabuaço,Granja do Tedo,-,-,"41°03'50.9""","7°36'53.0""",344,,2014-04-26T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/31/3011,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/194/AG,PT,Beira Baixa,PT-05,Castelo Branco,Castelo Branco,Monforte da Beira,-,-,"39°42'33.5""","7°18'59.3""",233,,2014-04-11T22:00:00Z,SW,Ana Rita Gonçalves,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/201/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Vinhais,Tuizelo,-,-,"41°54'20.3""","7°01'47.4""",936,,2015-06-20T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/280/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Castro de Avelãs,-,-,"41°48'55.7""","6°48'56.7""",738,,2015-05-09T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/303/RA,PT,Douro Litoral,PT-13,Porto,Porto,Lordelo do Ouro,Parque de Serralves,-,"41°09'28.9""","8°39'25.3""",46,,2014-05-02T22:00:00Z,HC,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/306/RA,PT,Minho,PT-03,Braga,Esposende,Rio Tinto,Marachão,-,"41°30'16.9""","8°43'10.6""",23,,2015-06-01T22:00:00Z,SW,Rui Andrade,HERCAPPE,"Hercostomus appendiculatus (Loew, 1859)",1,0,false,RC/PAL/29/2845,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
