id	basisOfRecord	occurrenceID	recordedBy	organismQuantity	organismQuantityType	occurrenceStatus	eventID	identifiedBy	taxonID	scientificName	kingdom	taxonRank	verbatimTaxonRank	scientificNameAuthorship
IV2013112109383561	HumanObservation	INBO:NICHE:00081866	Els De Bie	p1	londoScale	present	IV2013112109383561	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112515112079	HumanObservation	INBO:NICHE:00082512	Els De Bie	p2	londoScale	present	IV2013112515112079	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112516032447	HumanObservation	INBO:NICHE:00082561	Els De Bie	p1	londoScale	present	IV2013112516032447	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112515023124	HumanObservation	INBO:NICHE:00082499	Els De Bie	p2	londoScale	present	IV2013112515023124	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112515474481	HumanObservation	INBO:NICHE:00082550	Els De Bie	1-	londoScale	present	IV2013112515474481	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112516140734	HumanObservation	INBO:NICHE:00082579	Els De Bie	p4	londoScale	present	IV2013112516140734	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112511230756	HumanObservation	INBO:NICHE:00082297	Els De Bie	p2	londoScale	present	IV2013112511230756	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013102909052321	HumanObservation	INBO:NICHE:00075947	Els De Bie	p1	londoScale	present	IV2013102909052321	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013102910281882	HumanObservation	INBO:NICHE:00076029	Els De Bie	1-	londoScale	present	IV2013102910281882	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013102411321605	HumanObservation	INBO:NICHE:00075504	Els De Bie	p1	londoScale	present	IV2013102411321605	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013102114550160	HumanObservation	INBO:NICHE:00074917	Els De Bie	p2	londoScale	present	IV2013102114550160	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013102114222136	HumanObservation	INBO:NICHE:00074886	Els De Bie	p2	londoScale	present	IV2013102114222136	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013082910203131	HumanObservation	INBO:NICHE:00049197	Els De Bie	p1	londoScale	present	IV2013082910203131	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013082716353292	HumanObservation	INBO:NICHE:00049104	Els De Bie	a1	londoScale	present	IV2013082716353292	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013082714514868	HumanObservation	INBO:NICHE:00048901	Els De Bie	1+	londoScale	present	IV2013082714514868	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013082716532472	HumanObservation	INBO:NICHE:00049134	Els De Bie	2	londoScale	present	IV2013082716532472	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112510235741	HumanObservation	INBO:NICHE:00082239	Els De Bie	a4	londoScale	present	IV2013112510235741	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112510080019	HumanObservation	INBO:NICHE:00082182	Els De Bie	2	londoScale	present	IV2013112510080019	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112110141830	HumanObservation	INBO:NICHE:00081924	Els De Bie	2	londoScale	present	IV2013112110141830	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112111192319	HumanObservation	INBO:NICHE:00082001	Els De Bie	p2	londoScale	present	IV2013112111192319	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013110409460009	HumanObservation	INBO:NICHE:00076641	Els De Bie	p1	londoScale	present	IV2013110409460009	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112515261360	HumanObservation	INBO:NICHE:00082534	Els De Bie	p2	londoScale	present	IV2013112515261360	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013110409300447	HumanObservation	INBO:NICHE:00076608	Els De Bie	p1	londoScale	present	IV2013110409300447	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112111460680	HumanObservation	INBO:NICHE:00082021	Els De Bie	p1	londoScale	present	IV2013112111460680	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112111520172	HumanObservation	INBO:NICHE:00082078	Els De Bie	p2	londoScale	present	IV2013112111520172	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112111373424	HumanObservation	INBO:NICHE:00082054	Els De Bie	p4	londoScale	present	IV2013112111373424	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112112184973	HumanObservation	INBO:NICHE:00082156	Els De Bie	p1	londoScale	present	IV2013112112184973	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013112112120645	HumanObservation	INBO:NICHE:00082133	Els De Bie	1-	londoScale	present	IV2013112112120645	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013110413421914	HumanObservation	INBO:NICHE:00076820	Els De Bie	p1	londoScale	present	IV2013110413421914	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013110409073757	HumanObservation	INBO:NICHE:00076577	Els De Bie	2	londoScale	present	IV2013110409073757	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013110410055913	HumanObservation	INBO:NICHE:00076656	Els De Bie	p1	londoScale	present	IV2013110410055913	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013103111453191	HumanObservation	INBO:NICHE:00076503	Els De Bie	p1	londoScale	present	IV2013103111453191	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013110410511638	HumanObservation	INBO:NICHE:00076674	Els De Bie	p2	londoScale	present	IV2013110410511638	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013102911410549	HumanObservation	INBO:NICHE:00076106	Els De Bie	p2	londoScale	present	IV2013102911410549	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013102915302443	HumanObservation	INBO:NICHE:00076231	Els De Bie	p1	londoScale	present	IV2013102915302443	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013102915503675	HumanObservation	INBO:NICHE:00076245	Els De Bie	p1	londoScale	present	IV2013102915503675	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013111815071161	HumanObservation	INBO:NICHE:00080350	Jan Wouters	p1	londoScale	present	IV2013111815071161	Jan Wouters	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013111814325092	HumanObservation	INBO:NICHE:00080225	Jan Wouters	r1	londoScale	present	IV2013111814325092	Jan Wouters	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013110709053488	HumanObservation	INBO:NICHE:00077219	Els De Bie	p2	londoScale	present	IV2013110709053488	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013101709243730	HumanObservation	INBO:NICHE:00074525	Els De Bie	p1	londoScale	present	IV2013101709243730	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2014052712022924	HumanObservation	INBO:NICHE:00098187	Mertens Wim	10	londoScale	present	IV2014052712022924	Mertens Wim	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2014052711344097	HumanObservation	INBO:NICHE:00098150	Mertens Wim	10	londoScale	present	IV2014052711344097	Mertens Wim	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013101515285654	HumanObservation	INBO:NICHE:00074347	Els De Bie	p1	londoScale	present	IV2013101515285654	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013101516073661	HumanObservation	INBO:NICHE:00074404	Els De Bie	a4	londoScale	present	IV2013101516073661	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013100115132552	HumanObservation	INBO:NICHE:00072470	Els De Bie	a1	londoScale	present	IV2013100115132552	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013100116381959	HumanObservation	INBO:NICHE:00072547	Els De Bie	r1	londoScale	present	IV2013100116381959	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013100114321222	HumanObservation	INBO:NICHE:00072415	Els De Bie	r1	londoScale	present	IV2013100114321222	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013100710465723	HumanObservation	INBO:NICHE:00072810	Els De Bie	p1	londoScale	present	IV2013100710465723	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013100711482006	HumanObservation	INBO:NICHE:00072883	Els De Bie	p1	londoScale	present	IV2013100711482006	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013100709482773	HumanObservation	INBO:NICHE:00072748	Els De Bie	p1	londoScale	present	IV2013100709482773	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013100710184653	HumanObservation	INBO:NICHE:00072768	Els De Bie	p2	londoScale	present	IV2013100710184653	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013100311112093	HumanObservation	INBO:NICHE:00072654	Els De Bie	p1	londoScale	present	IV2013100311112093	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013101415323200	HumanObservation	INBO:NICHE:00073899	Els De Bie	p2	londoScale	present	IV2013101415323200	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013101415180239	HumanObservation	INBO:NICHE:00073873	Els De Bie	p2	londoScale	present	IV2013101415180239	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013101414561283	HumanObservation	INBO:NICHE:00073826	Els De Bie	p2	londoScale	present	IV2013101414561283	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013100713555002	HumanObservation	INBO:NICHE:00072935	Els De Bie	p1	londoScale	present	IV2013100713555002	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013091016062841	HumanObservation	INBO:NICHE:00053011	Bart Vandevoorde	1	londoScale	present	IV2013091016062841	Bart Vandevoorde	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013090915244959	HumanObservation	INBO:NICHE:00052118	Els De Bie	p1	londoScale	present	IV2013090915244959	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013091009190916	HumanObservation	INBO:NICHE:00052458	Bart Vandevoorde	p1	londoScale	present	IV2013091009190916	Bart Vandevoorde	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013091008531526	HumanObservation	INBO:NICHE:00052409	Els De Bie	p1	londoScale	present	IV2013091008531526	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013091014075378	HumanObservation	INBO:NICHE:00052796	Bart Vandevoorde	p2	londoScale	present	IV2013091014075378	Bart Vandevoorde	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013091013523934	HumanObservation	INBO:NICHE:00052758	Bart Vandevoorde	p1	londoScale	present	IV2013091013523934	Bart Vandevoorde	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013091009385608	HumanObservation	INBO:NICHE:00052496	Bart Vandevoorde	p1	londoScale	present	IV2013091009385608	Bart Vandevoorde	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013091015334417	HumanObservation	INBO:NICHE:00052962	Bart Vandevoorde	a2	londoScale	present	IV2013091015334417	Bart Vandevoorde	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013091014264293	HumanObservation	INBO:NICHE:00052809	Bart Vandevoorde	p1	londoScale	present	IV2013091014264293	Bart Vandevoorde	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013090510193924	HumanObservation	INBO:NICHE:00051060	Els De Bie	p1	londoScale	present	IV2013090510193924	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013090511583306	HumanObservation	INBO:NICHE:00051158	Els De Bie	1+	londoScale	present	IV2013090511583306	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013090311033080	HumanObservation	INBO:NICHE:00050380	Els De Bie	p2	londoScale	present	IV2013090311033080	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2013090310371503	HumanObservation	INBO:NICHE:00050345	Els De Bie	p1	londoScale	present	IV2013090310371503	Els De Bie	INBSYS0000014577	Mentha aquatica	Plantae	Species	Spp	L.
IV2014052715061225	HumanObservation	INBO:NICHE:00098277	Kris Rombouts	1-	londoScale	present	IV2014052715061225	Kris Rombouts	INBSYS0000014576	Mentha arvensis	Plantae	Species	Spp	L.
IV2013101510395418	HumanObservation	INBO:NICHE:00074114	Els De Bie	p1	londoScale	present	IV2013101510395418	Els De Bie	INBSYS0000014581	Mentha spicata	Plantae	Species	Spp	L.
IV2013101514030155	HumanObservation	INBO:NICHE:00074254	Els De Bie	3	londoScale	present	IV2013101514030155	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013101513264446	HumanObservation	INBO:NICHE:00074228	Els De Bie	a2	londoScale	present	IV2013101513264446	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013101514584834	HumanObservation	INBO:NICHE:00074321	Els De Bie	a1	londoScale	present	IV2013101514584834	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013101514180245	HumanObservation	INBO:NICHE:00074274	Els De Bie	2	londoScale	present	IV2013101514180245	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013101710552741	HumanObservation	INBO:NICHE:00074605	Els De Bie	p1	londoScale	present	IV2013101710552741	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013112510235741	HumanObservation	INBO:NICHE:00082240	Els De Bie	p1	londoScale	present	IV2013112510235741	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013102213404682	HumanObservation	INBO:NICHE:00075238	Els De Bie	p1	londoScale	present	IV2013102213404682	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013102814143141	HumanObservation	INBO:NICHE:00075815	Els De Bie	p1	londoScale	present	IV2013102814143141	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013112515112079	HumanObservation	INBO:NICHE:00082513	Els De Bie	6	londoScale	present	IV2013112515112079	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013111915573159	HumanObservation	INBO:NICHE:00081746	Els De Bie	p1	londoScale	present	IV2013111915573159	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013090508584498	HumanObservation	INBO:NICHE:00050956	Els De Bie	p1	londoScale	present	IV2013090508584498	Els De Bie	INBSYS0000014478	Menyanthes trifoliata	Plantae	Species	Spp	L.
IV2013101410213378	HumanObservation	INBO:NICHE:00073562	Els De Bie	r1	londoScale	present	IV2013101410213378	Els De Bie	INBSYS0000013792	Milium effusum	Plantae	Species	Spp	L.
IV2013101410023804	HumanObservation	INBO:NICHE:00073542	Els De Bie	p1	londoScale	present	IV2013101410023804	Els De Bie	INBSYS0000013792	Milium effusum	Plantae	Species	Spp	L.
IV2013100815471430	HumanObservation	INBO:NICHE:00073192	Els De Bie	m1	londoScale	present	IV2013100815471430	Els De Bie	INBSYS0000001665	Mnium hornum	Plantae	Species	Spp	Hedw.
IV2013101009010743	HumanObservation	INBO:NICHE:00073355	Els De Bie	m1	londoScale	present	IV2013101009010743	Els De Bie	INBSYS0000001665	Mnium hornum	Plantae	Species	Spp	Hedw.
IV2013092409432649	HumanObservation	INBO:NICHE:00069714	Els De Bie	m1	londoScale	present	IV2013092409432649	Els De Bie	INBSYS0000001665	Mnium hornum	Plantae	Species	Spp	Hedw.
IV2013092414232724	HumanObservation	INBO:NICHE:00069743	Els De Bie	p1	londoScale	present	IV2013092414232724	Els De Bie	INBSYS0000001665	Mnium hornum	Plantae	Species	Spp	Hedw.
IV2013101410023804	HumanObservation	INBO:NICHE:00073543	Els De Bie	p1	londoScale	present	IV2013101410023804	Els De Bie	INBSYS0000014021	Moehringia trinervia	Plantae	Species	Spp	(L.) Clairv.
IV2013101410213378	HumanObservation	INBO:NICHE:00073563	Els De Bie	p1	londoScale	present	IV2013101410213378	Els De Bie	INBSYS0000014021	Moehringia trinervia	Plantae	Species	Spp	(L.) Clairv.
IV2013082711032779	HumanObservation	INBO:NICHE:00048553	Els De Bie	p1	londoScale	present	IV2013082711032779	Els De Bie	INBSYS0000014021	Moehringia trinervia	Plantae	Species	Spp	(L.) Clairv.
IV2013090210281248	HumanObservation	INBO:NICHE:00049316	Els De Bie	1+	londoScale	present	IV2013090210281248	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013082911225655	HumanObservation	INBO:NICHE:00049232	Els De Bie	8	londoScale	present	IV2013082911225655	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013090209080806	HumanObservation	INBO:NICHE:00049247	Els De Bie	7	londoScale	present	IV2013090209080806	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013082911330487	HumanObservation	INBO:NICHE:00049239	Els De Bie	8	londoScale	present	IV2013082911330487	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013090209203892	HumanObservation	INBO:NICHE:00049262	Els De Bie	r1	londoScale	present	IV2013090209203892	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013090211105010	HumanObservation	INBO:NICHE:00049364	Els De Bie	5	londoScale	present	IV2013090211105010	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013090210455479	HumanObservation	INBO:NICHE:00049351	Els De Bie	1+	londoScale	present	IV2013090210455479	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013090214041271	HumanObservation	INBO:NICHE:00049585	Els De Bie	2	londoScale	present	IV2013090214041271	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013090213485211	HumanObservation	INBO:NICHE:00049552	Els De Bie	2	londoScale	present	IV2013090213485211	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013090214181185	HumanObservation	INBO:NICHE:00049618	Els De Bie	a1	londoScale	present	IV2013090214181185	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013112112120645	HumanObservation	INBO:NICHE:00082134	Els De Bie	p4	londoScale	present	IV2013112112120645	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013112112184973	HumanObservation	INBO:NICHE:00082157	Els De Bie	p1	londoScale	present	IV2013112112184973	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013112510310640	HumanObservation	INBO:NICHE:00082268	Els De Bie	p1	londoScale	present	IV2013112510310640	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110411085141	HumanObservation	INBO:NICHE:00076692	Els De Bie	3	londoScale	present	IV2013110411085141	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111916113187	HumanObservation	INBO:NICHE:00081786	Els De Bie	p2	londoScale	present	IV2013111916113187	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111915514558	HumanObservation	INBO:NICHE:00081730	Els De Bie	1+	londoScale	present	IV2013111915514558	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111911490905	HumanObservation	INBO:NICHE:00081448	Els De Bie	5	londoScale	present	IV2013111911490905	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111909505989	HumanObservation	INBO:NICHE:00081349	Els De Bie	8	londoScale	present	IV2013111909505989	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111816375914	HumanObservation	INBO:NICHE:00081313	Els De Bie	5	londoScale	present	IV2013111816375914	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111816321385	HumanObservation	INBO:NICHE:00081305	Els De Bie	1+	londoScale	present	IV2013111816321385	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111411133861	HumanObservation	INBO:NICHE:00078125	Els De Bie	p1	londoScale	present	IV2013111411133861	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111816475805	HumanObservation	INBO:NICHE:00081321	Els De Bie	5	londoScale	present	IV2013111816475805	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111910134044	HumanObservation	INBO:NICHE:00081354	Els De Bie	6	londoScale	present	IV2013111910134044	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111410523117	HumanObservation	INBO:NICHE:00078113	Els De Bie	1-	londoScale	present	IV2013111410523117	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110515414320	HumanObservation	INBO:NICHE:00077129	Els De Bie	8	londoScale	present	IV2013110515414320	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110515263734	HumanObservation	INBO:NICHE:00077121	Els De Bie	8	londoScale	present	IV2013110515263734	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110515155959	HumanObservation	INBO:NICHE:00077114	Els De Bie	p2	londoScale	present	IV2013110515155959	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110514151895	HumanObservation	INBO:NICHE:00077085	Els De Bie	p1	londoScale	present	IV2013110514151895	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110509171328	HumanObservation	INBO:NICHE:00077032	Els De Bie	7	londoScale	present	IV2013110509171328	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110509384261	HumanObservation	INBO:NICHE:00077054	Els De Bie	2	londoScale	present	IV2013110509384261	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110513533414	HumanObservation	INBO:NICHE:00077072	Els De Bie	9	londoScale	present	IV2013110513533414	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110509313844	HumanObservation	INBO:NICHE:00077039	Els De Bie	p2	londoScale	present	IV2013110509313844	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111412052649	HumanObservation	INBO:NICHE:00078175	Els De Bie	p1	londoScale	present	IV2013111412052649	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111410204722	HumanObservation	INBO:NICHE:00078082	Els De Bie	9	londoScale	present	IV2013111410204722	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111214085586	HumanObservation	INBO:NICHE:00077801	Els De Bie	p1	londoScale	present	IV2013111214085586	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111214242804	HumanObservation	INBO:NICHE:00077811	Els De Bie	9	londoScale	present	IV2013111214242804	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111410293453	HumanObservation	INBO:NICHE:00078088	Els De Bie	2	londoScale	present	IV2013111410293453	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111409442725	HumanObservation	INBO:NICHE:00078057	Els De Bie	p4	londoScale	present	IV2013111409442725	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111410070501	HumanObservation	INBO:NICHE:00078077	Els De Bie	7	londoScale	present	IV2013111410070501	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013090508584498	HumanObservation	INBO:NICHE:00050957	Els De Bie	1-	londoScale	present	IV2013090508584498	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013090314391222	HumanObservation	INBO:NICHE:00050498	Els De Bie	5	londoScale	present	IV2013090314391222	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013100109563209	HumanObservation	INBO:NICHE:00072195	Els De Bie	1-	londoScale	present	IV2013100109563209	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013100110425971	HumanObservation	INBO:NICHE:00072224	Els De Bie	2	londoScale	present	IV2013100110425971	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013102109525337	HumanObservation	INBO:NICHE:00074693	Els De Bie	8	londoScale	present	IV2013102109525337	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110515553649	HumanObservation	INBO:NICHE:00077136	Els De Bie	2	londoScale	present	IV2013110515553649	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110514555765	HumanObservation	INBO:NICHE:00077101	Els De Bie	6	londoScale	present	IV2013110514555765	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110509565597	HumanObservation	INBO:NICHE:00077062	Els De Bie	1-	londoScale	present	IV2013110509565597	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013100110310672	HumanObservation	INBO:NICHE:00072214	Els De Bie	8	londoScale	present	IV2013100110310672	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013110515050834	HumanObservation	INBO:NICHE:00077108	Els De Bie	5	londoScale	present	IV2013110515050834	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
IV2013111213541376	HumanObservation	INBO:NICHE:00077778	Els De Bie	2	londoScale	present	IV2013111213541376	Els De Bie	INBSYS0000013716	Molinia caerulea	Plantae	Species	Spp	(L.) Moench
