id	type	language	license	rightsHolder	accessRights	datasetID	datasetName	ownerInstitutionCode	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	eventDate	verbatimEventDate	locationID	continent	countryCode	stateProvince	county	municipality	verbatimLocality	locationAccordingTo	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters
IV2013102110551932	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102110551932	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-22	2004-07-22/2004-07-22	ZWAP220X	Europe	BE	Vlaams Gewest	Limburg	Helchteren	Zwarte Beek	MILKLIM-Gebieden	198614.125	219278.300	Belgian Lambert 72	Belgium Datum 1972	51.09402	5.35638	WGS84	30
IV2013102111085206	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102111085206	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-22	2004-07-22/2004-07-22	ZWAP224X	Europe	BE	Vlaams Gewest	Limburg	Hechtel	Zwarte Beek	MILKLIM-Gebieden	199272.680	218398.192	Belgian Lambert 72	Belgium Datum 1972	51.10004	5.34395	WGS84	30
IV2013102111224388	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102111224388	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-22	2004-07-22/2004-07-22	ZWAP227X	Europe	BE	Vlaams Gewest	Limburg	Hechtel	Zwarte Beek	MILKLIM-Gebieden	199278.646	218316.705	Belgian Lambert 72	Belgium Datum 1972	51.10010	5.34279	WGS84	30
IV2013102111354714	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102111354714	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-17	2004-06-17/2004-06-17	HOUP010X	Europe	BE	Vlaams Gewest	Limburg	Tessenderlo	Houterenberg (incl pinnekenswijer)	MILKLIM-Gebieden	192584.700	196305.300	Belgian Lambert 72	Belgium Datum 1972	51.04212	5.02772	WGS84	30
IV2013102111453365	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102111453365	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-17	2004-06-17/2004-06-17	HOUP001X	Europe	BE	Vlaams Gewest	Limburg	Tessenderlo	Houterenberg (incl pinnekenswijer)	MILKLIM-Gebieden	193359.100	196030.000	Belgian Lambert 72	Belgium Datum 1972	51.04910	5.02389	WGS84	30
IV2013102111523425	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102111523425	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-17	2004-06-17/2004-06-17	HOUP002X	Europe	BE	Vlaams Gewest	Limburg	Tessenderlo	Houterenberg (incl pinnekenswijer)	MILKLIM-Gebieden	193405.000	196048.400	Belgian Lambert 72	Belgium Datum 1972	51.04951	5.02416	WGS84	30
IV2013102113275264	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102113275264	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-17	2004-06-17/2004-06-17	HOUP003X	Europe	BE	Vlaams Gewest	Limburg	Tessenderlo	Houterenberg (incl pinnekenswijer)	MILKLIM-Gebieden	193450.400	196082.700	Belgian Lambert 72	Belgium Datum 1972	51.04992	5.02465	WGS84	30
IV2013102113382417	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102113382417	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-17	2004-06-17/2004-06-17	HOUP003X	Europe	BE	Vlaams Gewest	Limburg	Tessenderlo	Houterenberg (incl pinnekenswijer)	MILKLIM-Gebieden	193450.400	196082.700	Belgian Lambert 72	Belgium Datum 1972	51.04992	5.02465	WGS84	30
IV2013102113444920	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102113444920	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-17	2004-06-17/2004-06-17	HOUP004X	Europe	BE	Vlaams Gewest	Limburg	Tessenderlo	Houterenberg (incl pinnekenswijer)	MILKLIM-Gebieden	193460.700	196090.600	Belgian Lambert 72	Belgium Datum 1972	51.05001	5.02477	WGS84	30
IV2013102113532960	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102113532960	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-17	2004-06-17/2004-06-17	HOUP004X	Europe	BE	Vlaams Gewest	Limburg	Tessenderlo	Houterenberg (incl pinnekenswijer)	MILKLIM-Gebieden	193460.700	196090.600	Belgian Lambert 72	Belgium Datum 1972	51.05001	5.02477	WGS84	30
IV2013102114003733	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102114003733	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-06-17	2004-06-17/2004-06-17	HOUP020X	Europe	BE	Vlaams Gewest	Limburg	Tessenderlo	Houterenberg (incl pinnekenswijer)	MILKLIM-Gebieden	193468.000	195980.000	Belgian Lambert 72	Belgium Datum 1972	51.05008	5.02319	WGS84	30
IV2013102114091524	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102114091524	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	ZUVP001X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Sint-Pieters-Leeuw	Zuunvallei	MILKLIM-Gebieden	164517.387	142582.360	Belgian Lambert 72	Belgium Datum 1972	50.79162	4.26229	WGS84	30
IV2013102114222136	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102114222136	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	ZUVP019X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Sint-Pieters-Leeuw	Zuunvallei	MILKLIM-Gebieden	164589.200	142606.970	Belgian Lambert 72	Belgium Datum 1972	50.79227	4.26264	WGS84	30
IV2013102114550160	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102114550160	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	ZUVP018X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Sint-Pieters-Leeuw	Zuunvallei	MILKLIM-Gebieden	164563.480	142622.020	Belgian Lambert 72	Belgium Datum 1972	50.79204	4.26285	WGS84	30
IV2013102115060223	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102115060223	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	ZUVP003X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Sint-Pieters-Leeuw	Zuunvallei	MILKLIM-Gebieden	164550.507	142744.499	Belgian Lambert 72	Belgium Datum 1972	50.79192	4.26459	WGS84	30
IV2013102115204605	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102115204605	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	ZUVP017X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Sint-Pieters-Leeuw	Zuunvallei	MILKLIM-Gebieden	164496.480	142660.860	Belgian Lambert 72	Belgium Datum 1972	50.79144	4.26340	WGS84	30
IV2013102115365672	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102115365672	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	ZUVP002X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Sint-Pieters-Leeuw	Zuunvallei	MILKLIM-Gebieden	164530.240	142639.870	Belgian Lambert 72	Belgium Datum 1972	50.79174	4.26310	WGS84	30
IV2013102115581659	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102115581659	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	ZUVP022X	Europe	BE				Zuunvallei	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013102116081970	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102116081970	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-06-18	2004-06-18/2004-06-18	ZUVP021X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Sint-Pieters-Leeuw	Zuunvallei	MILKLIM-Gebieden	163144.440	139562.410	Belgian Lambert 72	Belgium Datum 1972	50.77924	4.21950	WGS84	30
IV2013102116183926	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102116183926	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-06-18	2004-06-18/2004-06-18	ZUVP024X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Sint-Pieters-Leeuw	Zuunvallei	MILKLIM-Gebieden	163120.840	139579.420	Belgian Lambert 72	Belgium Datum 1972	50.77902	4.21974	WGS84	30
IV2013102116285427	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102116285427	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-23	2004-06-23/2004-06-23	KEVP002X	Europe	BE	Vlaams Gewest	Limburg	Tongeren	De Kevie	MILKLIM-Gebieden	163963.000	228829.000	Belgian Lambert 72	Belgium Datum 1972	50.78135	5.48525	WGS84	30
IV2013102208593019	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102208593019	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-23	2004-06-23/2004-06-23	KEVP003X	Europe	BE	Vlaams Gewest	Limburg	Tongeren	De Kevie	MILKLIM-Gebieden	163955.000	228842.000	Belgian Lambert 72	Belgium Datum 1972	50.78128	5.48543	WGS84	30
IV2013102209235390	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102209235390	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-23	2004-06-23/2004-06-23	KEVP004X	Europe	BE	Vlaams Gewest	Limburg	Tongeren	De Kevie	MILKLIM-Gebieden	163892.000	228850.000	Belgian Lambert 72	Belgium Datum 1972	50.78071	5.48553	WGS84	30
IV2013102209390989	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102209390989	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-23	2004-06-23/2004-06-23	KEVP005X	Europe	BE	Vlaams Gewest	Limburg	Tongeren	De Kevie	MILKLIM-Gebieden	163834.000	228863.000	Belgian Lambert 72	Belgium Datum 1972	50.78019	5.48570	WGS84	30
IV2013102209583972	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102209583972	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-23	2004-06-23/2004-06-23	KEVP006X	Europe	BE	Vlaams Gewest	Limburg	Tongeren	De Kevie	MILKLIM-Gebieden	163783.000	228873.000	Belgian Lambert 72	Belgium Datum 1972	50.77973	5.48584	WGS84	30
IV2013102210115646	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102210115646	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-23	2004-06-23/2004-06-23	KEVP008X	Europe	BE	Vlaams Gewest	Limburg	Tongeren	De Kevie	MILKLIM-Gebieden	163636.000	228947.000	Belgian Lambert 72	Belgium Datum 1972	50.77840	5.48685	WGS84	30
IV2013102210343020	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102210343020	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-23	2004-06-23/2004-06-23	-9	Europe	BE				De Kevie	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013102210461283	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102210461283	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-23	2004-06-23/2004-06-23	-9	Europe	BE				De Kevie	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013102211130239	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102211130239	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-02	2004-07-02/2004-07-02	SNOP006X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169269.870	183051.300	Belgian Lambert 72	Belgium Datum 1972	50.83345	4.83665	WGS84	30
IV2013102211271942	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102211271942	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-02	2004-07-02/2004-07-02	SNOP018X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169295.680	183096.180	Belgian Lambert 72	Belgium Datum 1972	50.83368	4.83728	WGS84	30
IV2013102211361614	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102211361614	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-02	2004-07-02/2004-07-02	SNOP027X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169517.480	183301.580	Belgian Lambert 72	Belgium Datum 1972	50.83567	4.84022	WGS84	30
IV2013102211522132	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102211522132	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-08	2004-07-08/2004-07-08	VOTP001X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Gelrode	Vorsdonkbos-Turfputten	MILKLIM-Gebieden	184574.590	179850.980	Belgian Lambert 72	Belgium Datum 1972	50.97120	4.79246	WGS84	30
IV2013102213404682	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102213404682	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-08	2004-07-08/2004-07-08	VOTP017X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Gelrode	Vorsdonkbos-Turfputten	MILKLIM-Gebieden	184778.370	180064.080	Belgian Lambert 72	Belgium Datum 1972	50.97302	4.79551	WGS84	30
IV2013102214082087	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102214082087	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-08	2004-07-08/2004-07-08	VOTP021X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Gelrode	Vorsdonkbos-Turfputten	MILKLIM-Gebieden	184882.490	180052.520	Belgian Lambert 72	Belgium Datum 1972	50.97396	4.79536	WGS84	30
IV2013102214501619	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102214501619	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP202X	Europe	BE	Vlaams Gewest	Limburg	Helchteren	Zwarte Beek	MILKLIM-Gebieden	197295.000	220114.154	Belgian Lambert 72	Belgium Datum 1972	51.08206	5.36806	WGS84	30
IV2013102215073737	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102215073737	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP201X	Europe	BE	Vlaams Gewest	Limburg	Helchteren	Zwarte Beek	MILKLIM-Gebieden	197319.392	220024.166	Belgian Lambert 72	Belgium Datum 1972	51.08229	5.36678	WGS84	30
IV2013102215145918	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102215145918	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP208X	Europe	BE	Vlaams Gewest	Limburg	Koersel	Zwarte Beek	MILKLIM-Gebieden	198226.725	218005.498	Belgian Lambert 72	Belgium Datum 1972	51.09069	5.33815	WGS84	30
IV2013102215284531	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102215284531	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP226X	Europe	BE	Vlaams Gewest	Limburg	Koersel	Zwarte Beek	MILKLIM-Gebieden	197500.000	218300.000	Belgian Lambert 72	Belgium Datum 1972	51.08412	5.34221	WGS84	30
IV2013102215410338	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102215410338	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP210X	Europe	BE	Vlaams Gewest	Limburg	Koersel	Zwarte Beek	MILKLIM-Gebieden	198087.291	218009.925	Belgian Lambert 72	Belgium Datum 1972	51.08944	5.33818	WGS84	30
IV2013102216014151	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102216014151	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP209X	Europe	BE	Vlaams Gewest	Limburg	Koersel	Zwarte Beek	MILKLIM-Gebieden	198167.888	218005.678	Belgian Lambert 72	Belgium Datum 1972	51.09016	5.33814	WGS84	30
IV2013102216101313	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102216101313	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP219X	Europe	BE	Vlaams Gewest	Limburg	Hechtel	Zwarte Beek	MILKLIM-Gebieden	198895.491	218649.294	Belgian Lambert 72	Belgium Datum 1972	51.09662	5.34746	WGS84	30
IV2013102409193378	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102409193378	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP218X	Europe	BE	Vlaams Gewest	Limburg	Hechtel	Zwarte Beek	MILKLIM-Gebieden	198855.334	218653.698	Belgian Lambert 72	Belgium Datum 1972	51.09626	5.34752	WGS84	30
IV2013102409385215	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102409385215	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP223X	Europe	BE	Vlaams Gewest	Limburg	Hechtel	Zwarte Beek	MILKLIM-Gebieden	198865.000	218447.000	Belgian Lambert 72	Belgium Datum 1972	51.09637	5.34457	WGS84	30
IV2013102409561356	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102409561356	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP225X	Europe	BE	Vlaams Gewest	Limburg	Hechtel	Zwarte Beek	MILKLIM-Gebieden	199374.887	218306.617	Belgian Lambert 72	Belgium Datum 1972	51.10097	5.34266	WGS84	30
IV2013102410062008	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102410062008	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-08-09	2004-08-09/2004-08-09	ZWAP228X	Europe	BE	Vlaams Gewest	Limburg	Koersel	Zwarte Beek	MILKLIM-Gebieden	197149.453	217381.537	Belgian Lambert 72	Belgium Datum 1972	51.08108	5.32904	WGS84	30
IV2013102410230872	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102410230872	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-07-06	2004-07-06/2004-07-06	MLVP047X	Europe	BE	Vlaams Gewest	Limburg	De Dry Dreven	Midden Limburgs Vijvergebied	MILKLIM-Gebieden	186643.000	216118.000	Belgian Lambert 72	Belgium Datum 1972	50.98679	5.30911	WGS84	30
IV2013102410305795	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102410305795	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-07-06	2004-07-06/2004-07-06	MLVP026X	Europe	BE	Vlaams Gewest	Limburg	Kuringen	Midden Limburgs Vijvergebied	MILKLIM-Gebieden	185764.000	216802.000	Belgian Lambert 72	Belgium Datum 1972	50.97881	5.31869	WGS84	30
IV2013102410472240	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102410472240	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-07-06	2004-07-06/2004-07-06	MLVP021X	Europe	BE	Vlaams Gewest	Limburg	Kuringen	Midden Limburgs Vijvergebied	MILKLIM-Gebieden	185676.000	216843.000	Belgian Lambert 72	Belgium Datum 1972	50.97802	5.31926	WGS84	30
IV2013102410572754	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102410572754	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-07-28	2004-07-28/2004-07-28	MLVP020X	Europe	BE	Vlaams Gewest	Limburg	Kuringen	Midden Limburgs Vijvergebied	MILKLIM-Gebieden	185644.000	216895.000	Belgian Lambert 72	Belgium Datum 1972	50.97772	5.31999	WGS84	30
IV2013102411261080	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013102411261080	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-28	2004-07-28/2004-07-28	MLVP040X	Europe	BE	Vlaams Gewest	Limburg	Kuringen	Midden Limburgs Vijvergebied	MILKLIM-Gebieden	185512.000	216235.000	Belgian Lambert 72	Belgium Datum 1972	50.97661	5.31057	WGS84	30
